OBJECTID,Shape,Join_Count,TARGET_FID,Crash_Year,Crash_Street,Crash_Ref_Number,Crash_Severity,Crash_Year,Crash_Month,Crash_Day_Of_Week,Crash_Hour,Crash_Nature,Crash_Type,Crash_Longitude_GDA94,Crash_Latitude_GDA94,Crash_Street,Crash_Street_Intersecting,Loc_Suburb,Loc_Local_Government_Area,Loc_Post_Code,Loc_Police_Division,Loc_Police_District,Loc_Police_Region,Loc_Queensland_Transport_Region,Loc_Main_Roads_Region,Loc_ABS_Statistical_Area_2,Loc_ABS_Statistical_Area_3,Loc_ABS_Statistical_Area_4,Loc_ABS_Remoteness,Loc_State_Electorate,Loc_Federal_Electorate,Crash_Controlling_Authority,Crash_Roadway_Feature,Crash_Traffic_Control,Crash_Speed_Limit,Crash_Road_Surface_Condition,Crash_Atmospheric_Condition,Crash_Lighting_Condition,Crash_Road_Horiz_Align,Crash_Road_Vert_Align,Crash_DCA_Code,Crash_DCA_Description,Crash_DCA_Group_Description,Count_Casualty_Fatality,Count_Casualty_Hospitalised,Count_Casualty_MedicallyTreated,Count_Casualty_MinorInjury,Count_Casualty_Total,Count_Unit_Car,Count_Unit_Motorcycle_Moped,Count_Unit_Truck,Count_Unit_Bus,Count_Unit_Bicycle,Count_Unit_Pedestrian,Count_Unit_Other,Shape_Length,Shape_Area
44,Polygon,1,44,2,Beenleigh - Redland Bay Rd,309786,Hospitalisation,2003,May,Friday,15,Hit object,Single Vehicle,153.240524,-27.678025,Beenleigh - Redland Bay Rd,<Null>,Carbrook,Logan City,4130,Loganholme,Logan,South Eastern,SEQ South,South Coast,Cornubia - Carbrook,Loganlea - Carbrook,Logan - Beaudesert,Major Cities,Macalister,Forde,State-controlled,Merge Lane,No traffic control,80 - 90 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,703,Off Path-Straight: Left Off Cway Hit Obj,Off carriageway on straight hit object,0,1,0,0,1,1,0,0,0,0,0,0,0.001203,0
45,Polygon,1,45,2,Cleveland Sub-Arterial Rd,101697,Hospitalisation,2003,March,Friday,16,Rear-end,Multi-Vehicle,153.139577,-27.507376,Cleveland Sub-Arterial Rd,<Null>,Belmont,Brisbane City,4153,Capalaba,South Brisbane,Brisbane,SEQ South,Metropolitan,Belmont - Gumdale,Capalaba,Brisbane - East,Major Cities,Chatsworth,Bonner,State-controlled,Median Opening,No traffic control,80 - 90 km/h,Sealed - Wet,Raining,Daylight,Straight,Level,303,Veh'S Same Direction: Right Rear,Rear-end,0,1,0,0,1,2,0,0,0,0,0,0,0.001202,0
46,Polygon,2,46,2,Cotlew St,169309,Hospitalisation,2003,November,Wednesday,13,Angle,Multi-Vehicle,153.382968,-27.986503,Cotlew St,<Null>,Ashmore,Gold Coast City,4214,Southport,Gold Coast,South Eastern,SEQ South,South Coast,Ashmore,Southport,Gold Coast,Major Cities,Southport,Moncrieff,Locally-controlled,Median Opening,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Grade,202,Veh'S Opposite Approach: Thru-Right,Opposing vehicles turning,0,1,3,0,4,2,0,0,0,0,0,0,0.001205,0
47,Polygon,1,47,2,Ferny Ave,175436,Hospitalisation,2003,October,Thursday,8,Angle,Multi-Vehicle,153.428051,-27.992054,Ferny Ave,<Null>,Surfers Paradise,Gold Coast City,4217,Surfers Paradise,Gold Coast,South Eastern,SEQ South,South Coast,Surfers Paradise,Surfers Paradise,Gold Coast,Major Cities,Surfers Paradise,Moncrieff,Locally-controlled,Merge Lane,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,308,Veh'S Same Direction: Right Turn S/Swipe,Parallel lanes turning,0,1,0,0,1,1,0,0,0,1,0,0,0.001205,0
48,Polygon,1,48,2,Flockton St,65972,Hospitalisation,2003,May,Saturday,8,Angle,Multi-Vehicle,152.992411,-27.394618,Flockton St,<Null>,Everton Park,Brisbane City,4053,Albany Creek,North Brisbane,Brisbane,SEQ North,Metropolitan,Mcdowall,Bald Hills - Everton Park,Brisbane - North,Major Cities,Everton,Lilley,Locally-controlled,Median Opening,Stop sign,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Crest,207,Veh'S Opposite Approach: U-Turn,U-turn,0,1,0,0,1,2,0,0,0,0,0,0,0.001202,0
49,Polygon,1,49,2,Lakefield Rd,297136,Hospitalisation,2003,July,Monday,15,Overturned,Single Vehicle,144.386015,-15.200287,Lakefield Rd,<Null>,Lakefield,Cook Shire,4892,Laura,Far North,Northern,Northern,North Queensland,Cape York,Far North,Queensland - Outback,Very Remote,Cook,Leichhardt,Locally-controlled,Forestry/National Park Road,No traffic control,100 - 110 km/h,Unsealed - Dry,Clear,Daylight,Curved - view open,Level,805,Off Path-Curve: Out Of Control On Cway,Out of control on curve,0,1,0,0,1,1,0,0,0,0,0,0,0.001151,0
50,Polygon,1,50,2,Littlefield St,240855,Hospitalisation,2003,October,Wednesday,12,Fall from vehicle,Single Vehicle,148.873557,-23.579006,Littlefield St,<Null>,Blackwater,Central Highlands Region,4717,Blackwater,Capricornia,Central,Central,Central Queensland,Central Highlands - East,Central Highlands (qld),Central Queensland,Outer Regional,Gregory,Flynn,Locally-controlled,Median Opening,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Level,805,Off Path-Curve: Out Of Control On Cway,Out of control on curve,0,1,0,0,1,0,1,0,0,0,0,0,0.001182,0
51,Polygon,1,51,2,Logan Sub-Arterial Rd,45248,Hospitalisation,2003,March,Friday,10,Angle,Multi-Vehicle,153.083273,-27.561568,Logan Sub-Arterial Rd,<Null>,Upper Mount Gravatt,Brisbane City,4122,Upper Mount Gravatt,South Brisbane,Brisbane,SEQ South,Metropolitan,Upper Mount Gravatt,Mt Gravatt,Brisbane - South,Major Cities,Mansfield,Bonner,State-controlled,Median Opening,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Level,308,Veh'S Same Direction: Right Turn S/Swipe,Parallel lanes turning,0,1,0,0,1,2,0,0,0,0,0,0,0.001203,0
52,Polygon,1,52,2,Lookout Rd,271243,Hospitalisation,2003,April,Sunday,14,Head-on,Multi-Vehicle,145.805552,-18.592945,Lookout Rd,<Null>,Wallaman,Hinchinbrook Shire,4850,Ingham,Townsville,Northern,Northern,North Queensland,Ingham Region,Charters Towers - Ayr - Ingham,Townsville,Remote,Hinchinbrook,Kennedy,Locally-controlled,Forestry/National Park Road,No traffic control,60 km/h,Unsealed - Dry,Clear,Daylight,Curved - view obscured,Grade,201,Veh'S Opposite Approach: Head On,Head-on,0,2,0,1,3,2,0,0,0,0,0,0,0.001162,0
53,Polygon,1,53,2,Lutwyche Rd,115723,Hospitalisation,2003,March,Wednesday,16,Angle,Multi-Vehicle,153.031946,-27.432162,Lutwyche Rd,<Null>,Windsor,Brisbane City,4030,Stafford,North Brisbane,Brisbane,SEQ North,Metropolitan,Windsor,Brisbane Inner - North,Brisbane Inner City,Major Cities,Clayfield,Brisbane,Locally-controlled,Median Opening,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,202,Veh'S Opposite Approach: Thru-Right,Opposing vehicles turning,0,1,1,0,2,3,0,0,0,0,0,0,0.001202,0
54,Polygon,1,54,2,Mandew St,309810,Hospitalisation,2003,June,Thursday,21,Angle,Multi-Vehicle,153.173251,-27.65808,Mandew St,<Null>,Shailer Park,Logan City,4128,Loganholme,Logan,South Eastern,SEQ South,South Coast,Shailer Park,Loganlea - Carbrook,Logan - Beaudesert,Major Cities,Springwood,Forde,Locally-controlled,Median Opening,No traffic control,60 km/h,Sealed - Wet,Clear,Darkness - Lighted,Straight,Level,406,Veh'S Manoeuvring: Leaving Driveway,Vehicle leaving driveway,0,2,0,0,2,2,0,0,0,0,0,0,0.001203,0
55,Polygon,1,55,2,Margaret St,222066,Hospitalisation,2003,July,Thursday,15,Angle,Multi-Vehicle,151.948519,-27.560377,Margaret St,<Null>,Toowoomba City,Toowoomba Region,4350,Toowoomba,Darling Downs,Southern,Southern,Downs South West,Toowoomba - Central,Toowoomba,Toowoomba,Inner Regional,Toowoomba North,Groom,Locally-controlled,Median Opening,Give way sign,0 - 50 km/h,Sealed - Dry,Clear,Daylight,Straight,Grade,406,Veh'S Manoeuvring: Leaving Driveway,Vehicle leaving driveway,0,1,0,0,1,1,1,0,0,0,0,0,0.001203,0
56,Polygon,1,56,2,Morala Ave,178634,Hospitalisation,2003,August,Sunday,16,Angle,Multi-Vehicle,153.398957,-27.922377,Morala Ave,<Null>,Runaway Bay,Gold Coast City,4216,Runaway Bay,Gold Coast,South Eastern,SEQ South,South Coast,Runaway Bay,Gold Coast - North,Gold Coast,Major Cities,Broadwater,Fadden,Locally-controlled,Median Opening,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,304,Veh'S Same Direction: U-Turn,U-turn,0,1,0,0,1,2,0,0,0,0,0,0,0.001205,0
57,Polygon,1,57,2,Pacific Ave,134990,Hospitalisation,2003,December,Wednesday,7,Angle,Multi-Vehicle,153.437375,-28.063473,Pacific Ave,<Null>,Miami,Gold Coast City,4220,Broadbeach,Gold Coast,South Eastern,SEQ South,South Coast,Miami,Broadbeach - Burleigh,Gold Coast,Major Cities,Mermaid Beach,Moncrieff,Locally-controlled,Median Opening,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,308,Veh'S Same Direction: Right Turn S/Swipe,Parallel lanes turning,0,1,0,1,2,2,0,0,0,0,0,0,0.001206,0
58,Polygon,1,58,2,Pickering St,124102,Hospitalisation,2003,January,Thursday,16,Sideswipe,Multi-Vehicle,152.99142,-27.419104,Pickering St,<Null>,Enoggera,Brisbane City,4051,Ferny Grove,North Brisbane,Brisbane,SEQ North,Metropolitan,Enoggera,The Gap - Enoggera,Brisbane - West,Major Cities,Everton,Brisbane,State-controlled,Merge Lane,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,305,Veh'S Same Direction: Lane Side Swipe,Lane changes,0,1,0,0,1,1,1,0,0,0,0,0,0.001202,0
59,Polygon,1,59,2,Pinnacle Station Rd,259262,Fatal,2003,August,Saturday,16,Overturned,Single Vehicle,148.670787,-21.249746,Pinnacle Station Rd,<Null>,Pinnacle,Mackay Region,4741,Finch Hatton,Mackay,Central,Central,Central Queensland,Eungella Hinterland,Mackay,Mackay - Isaac - Whitsunday,Outer Regional,Mirani,Capricornia,Locally-controlled,Forestry/National Park Road,No traffic control,60 km/h,Unsealed - Dry,Clear,Daylight,Curved - view obscured,Grade,801,Off Path-Curve: Off Cway Right Bend,Off carriageway on curve,1,0,0,0,1,1,0,0,0,0,0,0,0.001172,0
60,Polygon,1,60,2,Radtke Rd,207851,Hospitalisation,2003,December,Wednesday,14,Hit object,Single Vehicle,152.794699,-26.022453,Radtke Rd,<Null>,Toolara Forest,Gympie Region,4570,Gympie,Wide Bay Burnett,Central,Southern,North Coast and Wide Bay/Burnett,Cooloola,Gympie - Cooloola,Wide Bay,Inner Regional,Gympie,Wide Bay,Locally-controlled,Forestry/National Park Road,No traffic control,100 - 110 km/h,Unsealed - Wet,Clear,Daylight,Curved - view open,Level,607,Veh'S On Path: Temporary Object On C'Way,Other,0,1,0,0,1,0,0,1,0,0,0,0,0.001194,0
61,Polygon,1,61,2,Southport - Burleigh Rd,134858,Hospitalisation,2003,August,Thursday,19,Fall from vehicle,Single Vehicle,153.411187,-28.023754,Southport - Burleigh Rd,<Null>,Broadbeach Waters,Gold Coast City,4218,Broadbeach,Gold Coast,South Eastern,SEQ South,South Coast,Broadbeach Waters,Broadbeach - Burleigh,Gold Coast,Major Cities,Surfers Paradise,Moncrieff,State-controlled,Median Opening,No traffic control,70 km/h,Unknown,Clear,Darkness - Lighted,Straight,Level,705,Off Path-Straight:Out Of Control On Cway,Out of control on straight,0,1,0,0,1,0,1,0,0,0,0,0,0.001205,0
62,Polygon,2,62,2,Southport - Nerang Rd,168908,Hospitalisation,2003,February,Sunday,18,Angle,Multi-Vehicle,153.407444,-27.972079,Southport - Nerang Rd,<Null>,Southport,Gold Coast City,4215,Southport,Gold Coast,South Eastern,SEQ South,South Coast,Southport - North,Southport,Gold Coast,Major Cities,Southport,Moncrieff,State-controlled,Median Opening,No traffic control,60 km/h,Sealed - Dry,Clear,Darkness - Lighted,Straight,Level,202,Veh'S Opposite Approach: Thru-Right,Opposing vehicles turning,0,1,0,0,1,1,1,0,0,0,0,0,0.00241,0
63,Polygon,1,63,2,Vrilya Point Rd,303566,Hospitalisation,2003,May,Wednesday,16,Hit object,Single Vehicle,142.124744,-11.225455,Vrilya Point Rd,<Null>,Mapoon,Cook Shire,4874,Weipa,Far North,Northern,Northern,North Queensland,Cape York,Far North,Queensland - Outback,Very Remote,Cook,Leichhardt,Locally-controlled,Forestry/National Park Road,No traffic control,60 km/h,Unsealed - Dry,Clear,Daylight,Straight,Crest,600,Veh'S On Path: Other,Other,0,1,0,0,1,0,1,0,0,0,0,0,0.001142,0
64,Polygon,1,64,2,Waller Rd,97700,Hospitalisation,2003,October,Sunday,17,Hit object,Single Vehicle,153.052453,-27.67405,Waller Rd,<Null>,Heritage Park,Logan City,4118,Browns Plains,Logan,South Eastern,SEQ South,South Coast,Regents Park - Heritage Park,Browns Plains,Logan - Beaudesert,Major Cities,Woodridge,Rankin,Locally-controlled,Median Opening,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,708,Off Path-Straight: Mounts Traffic Island,Off carriageway on straight hit object,0,1,0,0,1,1,0,0,0,0,0,0,0.001203,0
65,Polygon,1,65,2,Wynnum Rd,56950,Hospitalisation,2003,May,Thursday,7,Hit parked vehicle,Single Vehicle,153.156988,-27.44542,Wynnum Rd,<Null>,Wynnum,Brisbane City,4178,Wynnum,South Brisbane,Brisbane,SEQ South,Metropolitan,Wynnum West - Hemmant,Wynnum - Manly,Brisbane - East,Major Cities,Lytton,Bonner,Locally-controlled,Merge Lane,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Level,803,Off Path-Curve: Off Cway Rt Bend Hit Obj,Off carriageway on curve hit object,0,1,0,0,1,1,1,0,0,0,0,0,0.001202,0
66,Polygon,1,66,2,Alderley St,222960,Hospitalisation,2004,October,Thursday,18,Angle,Multi-Vehicle,151.949949,-27.584829,Alderley St,<Null>,South Toowoomba,Toowoomba Region,4350,Toowoomba,Darling Downs,Southern,Southern,Downs South West,Toowoomba - Central,Toowoomba,Toowoomba,Inner Regional,Toowoomba South,Groom,Locally-controlled,Median Opening,No traffic control,60 km/h,Sealed - Dry,Clear,Darkness - Lighted,Straight,Level,202,Veh'S Opposite Approach: Thru-Right,Opposing vehicles turning,0,1,0,0,1,1,1,0,0,0,0,0,0.001203,0
67,Polygon,1,67,2,Bailey Rd,106192,Hospitalisation,2004,June,Friday,6,Rear-end,Multi-Vehicle,153.024995,-27.188452,Bailey Rd,<Null>,Deception Bay,Moreton Bay Region,4508,Deception Bay,Moreton,Southern,SEQ North,North Coast and Wide Bay/Burnett,Deception Bay,Narangba - Burpengary,Moreton Bay - North,Major Cities,Bancroft,Petrie,Locally-controlled,Median Opening,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,303,Veh'S Same Direction: Right Rear,Rear-end,0,1,0,0,1,2,0,0,0,0,0,0,0.001201,0
68,Polygon,1,68,2,Carmody St,93434,Hospitalisation,2004,December,Friday,10,Angle,Multi-Vehicle,153.10732,-27.639791,Carmody St,<Null>,Logan Central,Logan City,4114,Logan Central,Logan,South Eastern,SEQ South,South Coast,Logan Central,Springwood - Kingston,Logan - Beaudesert,Major Cities,Woodridge,Rankin,Locally-controlled,Median Opening,No traffic control,60 km/h,Sealed - Wet,Raining,Daylight,Straight,Level,308,Veh'S Same Direction: Right Turn S/Swipe,Parallel lanes turning,0,1,0,0,1,2,0,0,0,0,0,0,0.001203,0
69,Polygon,1,69,2,Cooroy - Noosa Rd,165117,Hospitalisation,2004,April,Tuesday,17,Angle,Multi-Vehicle,153.015352,-26.397713,Cooroy - Noosa Rd,<Null>,Tewantin,Noosa Shire,4565,Noosa Heads,Sunshine Coast,Central,SEQ North,North Coast and Wide Bay/Burnett,Tewantin,Noosa,Sunshine Coast,Major Cities,Noosa,Wide Bay,Locally-controlled,Median Opening,Pedestrian crossing sign,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,100,Veh'S Adjacent Approach: Other,Intersection from adjacent approaches,0,1,0,0,1,1,0,0,0,1,0,0,0.001196,0
70,Polygon,1,70,2,East - West Arterial Rd,42804,Hospitalisation,2004,April,Wednesday,11,Angle,Multi-Vehicle,153.013137,-27.410018,East - West Arterial Rd,<Null>,Stafford,Brisbane City,4053,Stafford,North Brisbane,Brisbane,SEQ North,Metropolitan,Stafford,Chermside,Brisbane - North,Major Cities,Stafford,Brisbane,State-controlled,Median Opening,Operating traffic lights,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,202,Veh'S Opposite Approach: Thru-Right,Opposing vehicles turning,0,1,0,0,1,2,0,0,0,0,0,0,0.001202,0
71,Polygon,1,71,2,Gladstone - Benaraby Rd,243478,Hospitalisation,2004,January,Wednesday,17,Angle,Multi-Vehicle,151.243721,-23.87074,Gladstone - Benaraby Rd,<Null>,West Gladstone,Gladstone Region,4680,Gladstone,Capricornia,Central,Central,Central Queensland,West Gladstone,Gladstone,Central Queensland,Inner Regional,Gladstone,Flynn,State-controlled,Median Opening,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,202,Veh'S Opposite Approach: Thru-Right,Opposing vehicles turning,0,2,0,0,2,2,0,0,0,0,0,0,0.001183,0
72,Polygon,1,72,2,Griffith Arterial Rd,46095,Hospitalisation,2004,October,Wednesday,14,Sideswipe,Multi-Vehicle,153.06791,-27.561211,Griffith Arterial Rd,<Null>,Macgregor,Brisbane City,4109,Upper Mount Gravatt,South Brisbane,Brisbane,SEQ South,Metropolitan,Macgregor (qld),Mt Gravatt,Brisbane - South,Major Cities,Toohey,Moreton,State-controlled,Median Opening,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Curved - view obscured,Grade,308,Veh'S Same Direction: Right Turn S/Swipe,Parallel lanes turning,0,1,0,0,1,2,0,0,0,0,0,0,0.001203,0
73,Polygon,1,73,2,Gympie Arterial Rd,61416,Hospitalisation,2004,December,Friday,11,Hit object,Single Vehicle,153.031505,-27.398637,Gympie Arterial Rd,<Null>,Kedron,Brisbane City,4031,Boondall,North Brisbane,Brisbane,SEQ North,Metropolitan,Kedron - Gordon Park,Chermside,Brisbane - North,Major Cities,Stafford,Lilley,State-controlled,Median Opening,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Grade,708,Off Path-Straight: Mounts Traffic Island,Off carriageway on straight hit object,0,1,0,0,1,1,0,0,0,0,0,0,0.001202,0
74,Polygon,1,74,2,Irene St,287771,Hospitalisation,2004,November,Friday,17,Hit pedestrian,Hit pedestrian,145.730019,-16.927598,Irene St,<Null>,Mooroobool,Cairns Region,4870,Cairns,Far North,Northern,Northern,North Queensland,Kanimbla - Mooroobool,Cairns - South,Cairns,Outer Regional,Cairns,Leichhardt,Locally-controlled,Median Opening,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,1,Ped'N: Near Side Vehicle Hit From Right,Pedestrian,0,1,0,0,1,1,0,0,0,0,1,0,0.001156,0
75,Polygon,1,75,2,Kingsford Smith Dr,116547,Hospitalisation,2004,June,Wednesday,3,Hit object,Single Vehicle,153.046638,-27.441399,Kingsford Smith Dr,<Null>,Albion,Brisbane City,4010,Hendra,North Brisbane,Brisbane,SEQ North,Metropolitan,Albion,Brisbane Inner - North,Brisbane Inner City,Major Cities,Clayfield,Brisbane,Locally-controlled,Median Opening,No traffic control,60 km/h,Sealed - Dry,Clear,Darkness - Lighted,Curved - view open,Level,805,Off Path-Curve: Out Of Control On Cway,Out of control on curve,0,1,0,0,1,0,0,1,0,0,0,0,0.001202,0
76,Polygon,1,76,2,Mackay - Slade Point Rd,260833,Hospitalisation,2004,July,Sunday,2,Hit object,Single Vehicle,149.187364,-21.139571,Mackay - Slade Point Rd,<Null>,Mackay,Mackay Region,4740,Mackay,Mackay,Central,Central,Central Queensland,Mackay,Mackay,Mackay - Isaac - Whitsunday,Inner Regional,Mackay,Dawson,State-controlled,Median Opening,No traffic control,60 km/h,Sealed - Dry,Clear,Darkness - Lighted,Straight,Level,704,Off Path-Straight:Right Off Cway Hit Obj,Off carriageway on straight hit object,0,1,1,0,2,1,0,0,0,0,0,0,0.001171,0
77,Polygon,2,77,2,Mains Rd,45997,Hospitalisation,2004,August,Thursday,8,Angle,Multi-Vehicle,153.063815,-27.573271,Mains Rd,<Null>,Sunnybank,Brisbane City,4109,Upper Mount Gravatt,South Brisbane,Brisbane,SEQ South,Metropolitan,Sunnybank,Sunnybank,Brisbane - South,Major Cities,Toohey,Moreton,Locally-controlled,Median Opening,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,202,Veh'S Opposite Approach: Thru-Right,Opposing vehicles turning,0,1,0,0,1,2,0,0,0,0,0,0,0.002406,0
78,Polygon,1,78,2,Mandew St,309980,Hospitalisation,2004,June,Wednesday,9,Angle,Multi-Vehicle,153.173144,-27.657372,Mandew St,<Null>,Shailer Park,Logan City,4128,Loganholme,Logan,South Eastern,SEQ South,South Coast,Shailer Park,Loganlea - Carbrook,Logan - Beaudesert,Major Cities,Springwood,Forde,Locally-controlled,Median Opening,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,202,Veh'S Opposite Approach: Thru-Right,Opposing vehicles turning,0,2,0,0,2,2,0,0,0,0,0,0,0.001203,0
79,Polygon,1,79,2,Markeri St,135299,Hospitalisation,2004,September,Monday,17,Angle,Multi-Vehicle,153.434111,-28.04915,Markeri St,<Null>,Mermaid Beach,Gold Coast City,4218,Broadbeach,Gold Coast,South Eastern,SEQ South,South Coast,Mermaid Beach - Broadbeach,Broadbeach - Burleigh,Gold Coast,Major Cities,Mermaid Beach,Moncrieff,Locally-controlled,Median Opening,No traffic control,60 km/h,Sealed - Wet,Clear,Dawn/Dusk,Curved - view open,Level,207,Veh'S Opposite Approach: U-Turn,U-turn,0,1,0,0,1,3,0,0,0,0,0,0,0.001206,0
80,Polygon,1,80,2,Maryborough - Hervey Bay Rd,210752,Hospitalisation,2004,August,Monday,15,Angle,Multi-Vehicle,152.876821,-25.291111,Maryborough - Hervey Bay Rd,<Null>,Urangan,Fraser Coast Region,4655,Hervey Bay,Wide Bay Burnett,Central,Southern,North Coast and Wide Bay/Burnett,Torquay - Scarness - Kawungan,Hervey Bay,Wide Bay,Inner Regional,Hervey Bay,Hinkler,State-controlled,Median Opening,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,101,Veh'S Adjacent Approach: Thru-Thru,Intersection from adjacent approaches,0,1,0,0,1,1,0,0,0,1,0,0,0.00119,0
81,Polygon,1,81,2,Moores Creek Rd,248226,Hospitalisation,2004,July,Thursday,14,Rear-end,Multi-Vehicle,150.524501,-23.351475,Moores Creek Rd,<Null>,Norman Gardens,Rockhampton Region,4701,North Rockhampton,Capricornia,Central,Central,Central Queensland,Norman Gardens,Rockhampton,Central Queensland,Inner Regional,Rockhampton,Capricornia,Locally-controlled,Median Opening,No traffic control,70 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,301,Veh'S Same Direction: Rear End,Rear-end,0,1,1,0,2,3,0,0,0,0,0,0,0.001181,0
82,Polygon,1,82,2,Mt Lindesay Art. Rd,307576,Hospitalisation,2004,December,Monday,15,Rear-end,Multi-Vehicle,153.051679,-27.612947,Mt Lindesay Art. Rd,<Null>,Calamvale,Brisbane City,4116,Calamvale,South Brisbane,Brisbane,SEQ South,Metropolitan,Calamvale - Stretton,Rocklea - Acacia Ridge,Brisbane - South,Major Cities,Stretton,Rankin,State-controlled,Merge Lane,No traffic control,80 - 90 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,300,Veh'S Same Direction: Other,Other,0,1,0,0,1,1,1,0,0,0,0,0,0.001203,0
83,Polygon,1,83,2,Mt Nimmel Rd,180287,Fatal,2004,May,Saturday,16,Fall from vehicle,Single Vehicle,153.303472,-28.129366,Mt Nimmel Rd,<Null>,Austinville,Gold Coast City,4213,Mudgeeraba,Gold Coast,South Eastern,SEQ South,South Coast,Guanaba - Springbrook,Gold Coast Hinterland,Gold Coast,Inner Regional,Mudgeeraba,Wright,Locally-controlled,Forestry/National Park Road,No traffic control,60 km/h,Unsealed - Dry,Clear,Daylight,Straight,Grade,901,Pass & Misc: Fell In/From Vehicle,Other,1,0,0,0,1,0,0,0,0,0,0,1,0.001206,0
84,Polygon,1,84,2,Nerang St,169585,Hospitalisation,2004,June,Tuesday,13,Angle,Multi-Vehicle,153.408582,-27.970606,Nerang St,<Null>,Southport,Gold Coast City,4215,Southport,Gold Coast,South Eastern,SEQ South,South Coast,Southport - North,Southport,Gold Coast,Major Cities,Southport,Moncrieff,Locally-controlled,Median Opening,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,406,Veh'S Manoeuvring: Leaving Driveway,Vehicle leaving driveway,0,1,1,0,2,2,1,0,0,0,0,0,0.001205,0
85,Polygon,1,85,2,Old Telegraph Track,303588,Hospitalisation,2004,July,Friday,14,Hit object,Single Vehicle,142.402912,-11.380474,Old Telegraph Track,<Null>,Mapoon,Cook Shire,4874,Weipa,Far North,Northern,Northern,North Queensland,Cape York,Far North,Queensland - Outback,Very Remote,Cook,Leichhardt,Locally-controlled,Forestry/National Park Road,No traffic control,100 - 110 km/h,Unsealed - Dry,Clear,Daylight,Straight,Level,703,Off Path-Straight: Left Off Cway Hit Obj,Off carriageway on straight hit object,0,1,0,0,1,0,1,0,0,0,0,0,0.001142,0
86,Polygon,1,86,2,Peggs Rd,177731,Hospitalisation,2004,July,Sunday,14,Head-on,Multi-Vehicle,152.700946,-27.087762,Peggs Rd,<Null>,Mount Mee,Moreton Bay Region,4521,Woodford,Moreton,Southern,SEQ North,North Coast and Wide Bay/Burnett,Woodford - Daguilar,Caboolture Hinterland,Moreton Bay - North,Inner Regional,Glass House,Longman,Locally-controlled,Forestry/National Park Road,No traffic control,0 - 50 km/h,Unsealed - Dry,Clear,Daylight,Curved - view obscured,Grade,201,Veh'S Opposite Approach: Head On,Head-on,0,1,0,0,1,0,2,0,0,0,0,0,0.0012,0
