OBJECTID,Shape,Join_Count,TARGET_FID,Crash_Year,Crash_Street,Crash_Ref_Number,Crash_Severity,Crash_Year,Crash_Month,Crash_Day_Of_Week,Crash_Hour,Crash_Nature,Crash_Type,Crash_Longitude_GDA94,Crash_Latitude_GDA94,Crash_Street,Crash_Street_Intersecting,Loc_Suburb,Loc_Local_Government_Area,Loc_Post_Code,Loc_Police_Division,Loc_Police_District,Loc_Police_Region,Loc_Queensland_Transport_Region,Loc_Main_Roads_Region,Loc_ABS_Statistical_Area_2,Loc_ABS_Statistical_Area_3,Loc_ABS_Statistical_Area_4,Loc_ABS_Remoteness,Loc_State_Electorate,Loc_Federal_Electorate,Crash_Controlling_Authority,Crash_Roadway_Feature,Crash_Traffic_Control,Crash_Speed_Limit,Crash_Road_Surface_Condition,Crash_Atmospheric_Condition,Crash_Lighting_Condition,Crash_Road_Horiz_Align,Crash_Road_Vert_Align,Crash_DCA_Code,Crash_DCA_Description,Crash_DCA_Group_Description,Count_Casualty_Fatality,Count_Casualty_Hospitalised,Count_Casualty_MedicallyTreated,Count_Casualty_MinorInjury,Count_Casualty_Total,Count_Unit_Car,Count_Unit_Motorcycle_Moped,Count_Unit_Truck,Count_Unit_Bus,Count_Unit_Bicycle,Count_Unit_Pedestrian,Count_Unit_Other,Shape_Length,Shape_Area
43,Polygon,5,43,2,Carnarvon Hwy,238988,Hospitalisation,2002,June,Wednesday,11,Overturned,Single Vehicle,148.835514,-28.452873,Carnarvon Hwy,<Null>,Thallon,Balonne Shire,4497,Thallon,South West,Southern,Southern,Downs South West,Balonne,Darling Downs (west) - Maranoa,Darling Downs - Maranoa,Remote,Warrego,Maranoa,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Level,805,Off Path-Curve: Out Of Control On Cway,Out of control on curve,0,1,0,0,1,1,0,0,0,0,0,0,0.006019,0.000001
44,Polygon,40,44,2,Cunningham Hwy,186431,Hospitalisation,2002,December,Tuesday,5,Hit object,Single Vehicle,152.501719,-28.027911,Cunningham Hwy,Palmerin St,Mount Edwards,Scenic Rim Region,4309,Boonah,Ipswich,Southern,SEQ South,South Coast,Boonah,Ipswich Hinterland,Ipswich,Inner Regional,Scenic Rim,Wright,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,700,Off Path-Straight: Other,Other,0,1,0,0,1,0,0,1,0,0,0,0,0.037654,0.000004
45,Polygon,30,45,2,D'Aguilar Hwy,149442,Hospitalisation,2002,January,Friday,11,Hit object,Single Vehicle,152.548828,-26.945809,D'Aguilar Hwy,Kilcoy - Beerwah Rd,Woolmar,Somerset Region,4515,Kilcoy,Moreton,Southern,SEQ North,North Coast and Wide Bay/Burnett,Kilcoy,Caboolture Hinterland,Moreton Bay - North,Inner Regional,Nanango,Blair,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Crest,804,Off Path-Curve: Off Cway Lt Bend Hit Obj,Off carriageway on curve hit object,0,1,0,0,1,0,0,1,0,0,0,0,0.027846,0.000003
46,Polygon,21,46,2,Dawson Hwy,240250,Hospitalisation,2002,April,Monday,12,Overturned,Single Vehicle,149.720477,-24.644897,Dawson Hwy,State Farm Rd,Oombabeer,Central Highlands Region,4718,Moura,Capricornia,Central,Central,Central Queensland,Central Highlands - East,Central Highlands (qld),Central Queensland,Remote,Gregory,Flynn,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,705,Off Path-Straight:Out Of Control On Cway,Out of control on straight,0,2,0,0,2,0,0,0,1,0,0,0,0.022506,0.000002
47,Polygon,35,47,2,Flinders Hwy,269631,Hospitalisation,2002,March,Friday,6,Hit object,Single Vehicle,146.402334,-20.008874,Flinders Hwy,Millchester Rd,Broughton,Charters Towers Region,4820,Charters Towers,Townsville,Northern,Northern,North Queensland,Dalrymple,Charters Towers - Ayr - Ingham,Townsville,Outer Regional,Traeger,Kennedy,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Level,800,Off Path-Curve: Other,Other,0,1,0,0,1,1,0,0,0,0,0,0,0.031529,0.000003
48,Polygon,8,48,2,Gold Coast Hwy,131945,Hospitalisation,2002,December,Monday,20,Hit pedestrian,Hit pedestrian,0,0,Cunningham Hwy,<Null>,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Locally-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Darkness - Lighted,Straight,Level,906,Pass & Misc: Parked Car Ran Away,Other,0,2,0,0,2,1,0,0,0,0,2,0,0.001131,0
49,Polygon,24,49,2,Gore Hwy,221059,Hospitalisation,2002,February,Saturday,0,Overturned,Single Vehicle,151.92373,-27.573649,Gore Hwy,South St,Harristown,Toowoomba Region,4350,Toowoomba,Darling Downs,Southern,Southern,Downs South West,Drayton - Harristown,Toowoomba,Toowoomba,Inner Regional,Toowoomba South,Groom,State-controlled,Intersection - T-Junction,No traffic control,60 km/h,Sealed - Dry,Clear,Darkness - Lighted,Curved - view open,Grade,805,Off Path-Curve: Out Of Control On Cway,Out of control on curve,0,1,0,0,1,1,0,0,0,0,0,0,0.019496,0.000002
50,Polygon,7,50,2,Gregory Hwy,241461,Hospitalisation,2002,February,Saturday,14,Hit object,Single Vehicle,147.847074,-22.988977,Gregory Hwy,Scant St,Hibernia,Central Highlands Region,4723,Capella,Capricornia,Central,Central,Central Queensland,Central Highlands - West,Central Highlands (qld),Central Queensland,Remote,Gregory,Flynn,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,703,Off Path-Straight: Left Off Cway Hit Obj,Off carriageway on straight hit object,0,1,0,0,1,1,0,0,0,0,0,0,0.00708,0.000001
51,Polygon,8,51,2,Isis Hwy,199904,Hospitalisation,2002,January,Wednesday,11,Hit object,Single Vehicle,152.05289,-25.479375,Isis Hwy,Isis Hwy,Degilbo,North Burnett Region,4621,Biggenden,Wide Bay Burnett,Central,Southern,North Coast and Wide Bay/Burnett,Gayndah - Mundubbera,Burnett,Wide Bay,Outer Regional,Callide,Flynn,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,703,Off Path-Straight: Left Off Cway Hit Obj,Off carriageway on straight hit object,0,1,0,0,1,1,0,0,0,0,0,0,0.008327,0.000001
52,Polygon,22,52,2,Kennedy Hwy,284736,Fatal,2002,July,Wednesday,16,Angle,Multi-Vehicle,145.488953,-17.431825,Kennedy Hwy,The Crater Rd,Upper Barron,Tablelands Region,4883,Atherton,Far North,Northern,Northern,North Queensland,Malanda - Yungaburra,Tablelands (east) - Kuranda,Cairns,Outer Regional,Hill,Kennedy,State-controlled,Intersection - T-Junction,Give way sign,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Crest,104,Veh'S Adjacent Approach: Thru-Right,Intersection from adjacent approaches,1,2,0,0,3,2,0,0,0,0,0,0,0.02233,0.000002
53,Polygon,11,53,2,Landsborough Hwy,239812,Hospitalisation,2002,July,Friday,18,Overturned,Single Vehicle,146.606262,-25.403381,Landsborough Hwy,<Null>,Nive,Murweh Shire,4470,Augathella,South West,Southern,Southern,Downs South West,Charleville,Outback - South,Queensland - Outback,Very Remote,Warrego,Maranoa,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Darkness - Not lighted,Straight,Level,705,Off Path-Straight:Out Of Control On Cway,Out of control on straight,0,1,0,0,1,1,0,0,0,0,0,0,0.011829,0.000001
54,Polygon,13,54,2,Leichhardt Hwy,231942,Hospitalisation,2002,February,Tuesday,20,Hit object,Single Vehicle,150.359716,-27.795811,Leichhardt Hwy,Yeovil Rd,Moonie,Goondiwindi Region,4406,Goondiwindi,Darling Downs,Southern,Southern,Downs South West,Tara,Darling Downs (west) - Maranoa,Darling Downs - Maranoa,Outer Regional,Southern Downs,Maranoa,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Darkness - Not lighted,Straight,Level,705,Off Path-Straight:Out Of Control On Cway,Out of control on straight,0,1,0,0,1,0,0,1,0,0,0,0,0.015555,0.000001
55,Polygon,2,55,2,Mitchell Hwy,239513,Hospitalisation,2002,March,Tuesday,10,Hit animal,Other,145.740456,-28.312067,Mitchell Hwy,<Null>,Cunnamulla,Paroo Shire,4490,Cunnamulla,South West,Southern,Southern,Downs South West,Far South West,Outback - South,Queensland - Outback,Very Remote,Warrego,Maranoa,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,609,Pass & Misc: Hit Animal,Hit animal,0,1,0,0,1,0,1,0,0,0,0,1,0.002405,0
56,Polygon,5,56,2,Moonie Hwy,230007,Hospitalisation,2002,October,Wednesday,12,Hit object,Single Vehicle,151.147462,-27.236545,Moonie Hwy,Moreton St,Nandi,Western Downs Region,4405,Dalby,South West,Southern,Southern,Downs South West,Wambo,Darling Downs - East,Darling Downs - Maranoa,Inner Regional,Warrego,Maranoa,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,703,Off Path-Straight: Left Off Cway Hit Obj,Off carriageway on straight hit object,0,1,0,0,1,1,0,0,0,0,0,0,0.006008,0.000001
57,Polygon,26,57,2,Mt Lindesay Hwy,67760,Hospitalisation,2002,January,Saturday,10,Head-on,Multi-Vehicle,152.977015,-28.014502,Mt Lindesay Hwy,Tubber St,Cryna,Scenic Rim Region,4285,Beaudesert,Logan,South Eastern,SEQ South,South Coast,Beaudesert,Beaudesert,Logan - Beaudesert,Inner Regional,Scenic Rim,Wright,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,201,Veh'S Opposite Approach: Head On,Head-on,0,4,0,0,4,2,0,0,0,0,0,0,0.013269,0.000001
58,Polygon,3,58,2,Mulligan Hwy,292523,Hospitalisation,2002,August,Wednesday,10,Overturned,Single Vehicle,145.027955,-15.697702,Mulligan Hwy,<Null>,Lakeland,Cook Shire,4871,Cooktown,Far North,Northern,Northern,North Queensland,Cape York,Far North,Queensland - Outback,Remote,Cook,Leichhardt,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Unsealed - Dry,Clear,Daylight,Straight,Dip,702,Off Path-Straight: Right Off Cway,Off carriageway on straight,0,2,1,0,3,1,0,0,0,0,0,0,0.003458,0
59,Polygon,48,59,2,New England Hwy,220771,Hospitalisation,2002,August,Friday,8,Hit pedestrian,Hit pedestrian,151.95386,-27.541835,New England Hwy,North St,Harlaxton,Toowoomba Region,4350,Toowoomba,Darling Downs,Southern,Southern,Downs South West,North Toowoomba - Harlaxton,Toowoomba,Toowoomba,Inner Regional,Toowoomba North,Groom,State-controlled,Intersection - Cross,Operating traffic lights,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,3,Ped'N: Far Side Vehicle Hit From Left,Pedestrian,0,1,0,0,1,0,0,0,1,0,1,0,0.037369,0.000004
60,Polygon,2,60,2,Old Bruce Hwy,158566,Fatal,2002,November,Friday,17,Head-on,Multi-Vehicle,152.963315,-26.581901,Old Bruce Hwy,<Null>,Kulangoor,Sunshine Coast Region,4560,Nambour,Sunshine Coast,Central,SEQ North,North Coast and Wide Bay/Burnett,Eumundi - Yandina,Nambour,Sunshine Coast,Inner Regional,Nicklin,Fairfax,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Wet,Raining,Dawn/Dusk,Curved - view open,Level,201,Veh'S Opposite Approach: Head On,Head-on,1,2,1,0,4,3,0,0,0,0,0,0,0.00239,0
61,Polygon,1,61,2,Old Warrego Hwy,235304,Hospitalisation,2002,July,Saturday,9,Head-on,Multi-Vehicle,151.159136,-27.147111,Old Warrego Hwy,<Null>,Dalby,Western Downs Region,4405,Dalby,South West,Southern,Southern,Downs South West,Wambo,Darling Downs - East,Darling Downs - Maranoa,Inner Regional,Warrego,Maranoa,State-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Level,201,Veh'S Opposite Approach: Head On,Head-on,0,2,0,1,3,2,0,0,0,0,0,0,0.0012,0
62,Polygon,4,62,2,Palmerston Hwy,302735,Hospitalisation,2002,January,Wednesday,14,Overturned,Single Vehicle,145.748686,-17.594508,Palmerston Hwy,<Null>,Palmerston,Cassowary Coast Region,4860,South Johnstone,Far North,Northern,Northern,North Queensland,Johnstone,Innisfail - Cassowary Coast,Cairns,Outer Regional,Hill,Kennedy,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Level,802,Off Path-Curve: Off Cway Left Bend,Off carriageway on curve,0,1,0,0,1,1,0,0,0,0,0,0,0.003837,0
63,Polygon,10,63,2,Peak Downs Hwy,257850,Hospitalisation,2002,November,Thursday,17,Hit object,Single Vehicle,147.742658,-22.620335,Peak Downs Hwy,<Null>,Wolfang,Isaac Region,4721,Clermont,Mackay,Central,Central,Central Queensland,Clermont,Bowen Basin - North,Mackay - Isaac - Whitsunday,Remote,Burdekin,Capricornia,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,703,Off Path-Straight: Left Off Cway Hit Obj,Off carriageway on straight hit object,0,1,0,0,1,1,0,0,0,0,0,0,0.009395,0.000001
64,Polygon,63,64,2,Warrego Hwy,188036,Hospitalisation,2002,February,Monday,15,Hit object,Single Vehicle,152.555845,-27.563487,Warrego Hwy,West St,Marburg,Somerset Region,4346,Marburg,Ipswich,Southern,SEQ North,North Coast and Wide Bay/Burnett,Lowood,Ipswich Hinterland,Ipswich,Inner Regional,Lockyer,Blair,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Grade,704,Off Path-Straight:Right Off Cway Hit Obj,Off carriageway on straight hit object,0,1,0,0,1,1,0,0,0,0,0,0,0.048132,0.000005
65,Polygon,1,65,2,Warrego Hwy Off Ramp,239250,Hospitalisation,2002,November,Thursday,20,Overturned,Single Vehicle,150.358467,-26.677066,Warrego Hwy Off Ramp,<Null>,Columboola,Western Downs Region,4415,Miles,South West,Southern,Southern,Downs South West,Miles - Wandoan,Darling Downs (west) - Maranoa,Darling Downs - Maranoa,Outer Regional,Callide,Maranoa,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Darkness - Not lighted,Straight,Level,701,Off Path-Straight: Left Off Cway,Off carriageway on straight,0,1,0,0,1,0,0,1,0,0,0,0,0.001198,0
66,Polygon,1,66,2,Wide Bay Hwy,206995,Hospitalisation,2002,June,Thursday,13,Overturned,Single Vehicle,152.12419,-26.194186,Wide Bay Hwy,<Null>,Kinbombi,Gympie Region,4601,Goomeri,Wide Bay Burnett,Central,Southern,North Coast and Wide Bay/Burnett,Kilkivan,Gympie - Cooloola,Wide Bay,Outer Regional,Nanango,Wide Bay,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Grade,801,Off Path-Curve: Off Cway Right Bend,Off carriageway on curve,0,1,0,0,1,1,0,0,0,0,0,0,0.001195,0
67,Polygon,8,67,2,Banfield Hwy,131945,Hospitalisation,2003,December,Monday,20,Hit pedestrian,Hit pedestrian,0,0,Cunningham Hwy,<Null>,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Locally-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Darkness - Lighted,Straight,Level,906,Pass & Misc: Parked Car Ran Away,Other,0,2,0,0,2,1,0,0,0,0,2,0,0.001131,0
68,Polygon,12,68,2,Barkly Hwy,304281,Hospitalisation,2003,October,Thursday,21,Rear-end,Multi-Vehicle,138.10743,-19.921251,Barkly Hwy,Mullan St,Camooweal,Mount Isa City,4828,Camooweal,Mount Isa,Northern,Northern,North Queensland,Mount Isa Region,Outback - North,Queensland - Outback,Very Remote,Traeger,Kennedy,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Darkness - Not lighted,Curved - view open,Level,505,Veh'S Overtaking: Pulling Out Rear End,Overtaking same direction,0,2,0,0,2,2,0,0,0,0,0,0,0.010518,0.000001
69,Polygon,1,69,2,Barwon Hwy,231975,Hospitalisation,2003,April,Monday,15,Overturned,Single Vehicle,149.622109,-28.424428,Barwon Hwy,<Null>,Bungunya,Goondiwindi Region,4494,Talwood,Darling Downs,Southern,Southern,Downs South West,Inglewood - Waggamba,Darling Downs (west) - Maranoa,Darling Downs - Maranoa,Remote,Southern Downs,Maranoa,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,705,Off Path-Straight:Out Of Control On Cway,Out of control on straight,0,2,0,0,2,1,0,0,0,0,0,0,0.001208,0
70,Polygon,16,70,2,Brisbane Valley Hwy,150820,Hospitalisation,2003,January,Friday,12,Hit pedestrian,Hit pedestrian,152.65625,-27.458514,Brisbane Valley Hwy,D'Aguilar Hwy,Fernvale,Somerset Region,4306,Lowood,Ipswich,Southern,SEQ North,North Coast and Wide Bay/Burnett,Lowood,Ipswich Hinterland,Ipswich,Inner Regional,Lockyer,Blair,State-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,2,Ped'N: Hit Emerging Behind Vehicle,Pedestrian,0,1,0,0,1,1,0,0,0,0,1,0,0.014417,0.000001
71,Polygon,493,71,2,Bruce Hwy,147937,Hospitalisation,2003,February,Monday,10,Hit object,Single Vehicle,152.783444,-26.390316,Bruce Hwy,Christies Rd,Federal,Noosa Shire,4568,Pomona,Sunshine Coast,Central,SEQ North,North Coast and Wide Bay/Burnett,Noosa Hinterland,Noosa Hinterland,Sunshine Coast,Inner Regional,Nicklin,Wide Bay,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Wet,Raining,Daylight,Straight,Level,703,Off Path-Straight: Left Off Cway Hit Obj,Off carriageway on straight hit object,0,1,0,0,1,1,0,0,0,0,0,0,0.318037,0.00003
72,Polygon,3,72,2,Bruce Hwy Service Rd,204896,Hospitalisation,2003,February,Friday,11,Fall from vehicle,Single Vehicle,152.27229,-25.232963,Bruce Hwy Service Rd,Bruce Hwy Service Rd,Childers,Bundaberg Region,4660,Childers,Wide Bay Burnett,Central,Southern,North Coast and Wide Bay/Burnett,Bundaberg Region - South,Bundaberg,Wide Bay,Inner Regional,Burnett,Hinkler,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Wet,Clear,Daylight,Straight,Level,705,Off Path-Straight:Out Of Control On Cway,Out of control on straight,0,1,0,0,1,0,1,0,0,0,0,0,0.002346,0
73,Polygon,18,73,2,Bunya Hwy,214136,Hospitalisation,2003,April,Wednesday,9,Rear-end,Multi-Vehicle,151.78478,-26.611915,Bunya Hwy,Toomeys Rd,Goodger,South Burnett Region,4610,Kingaroy,South West,Southern,Southern,North Coast and Wide Bay/Burnett,Kingaroy Region - South,Burnett,Wide Bay,Inner Regional,Nanango,Maranoa,State-controlled,Intersection - T-Junction,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,303,Veh'S Same Direction: Right Rear,Rear-end,0,1,0,0,1,1,1,0,0,0,0,0,0.008386,0.000001
74,Polygon,23,74,2,Burnett Hwy,205802,Hospitalisation,2003,November,Friday,21,Hit animal,Other,151.208587,-25.469762,Burnett Hwy,Russian Club Rd,Malmoe,North Burnett Region,4627,Eidsvold,Wide Bay Burnett,Central,Southern,North Coast and Wide Bay/Burnett,Monto - Eidsvold,Burnett,Wide Bay,Outer Regional,Callide,Flynn,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Darkness - Not lighted,Straight,Grade,609,Pass & Misc: Hit Animal,Hit animal,0,3,1,0,4,1,0,0,0,0,0,1,0.027358,0.000003
75,Polygon,21,75,2,Capricorn Hwy,240145,Fatal,2003,June,Thursday,11,Hit object,Single Vehicle,147.265669,-23.639391,Capricorn Hwy,Mackenzie St,Willows,Central Highlands Region,4702,Anakie,Capricornia,Central,Central,Central Queensland,Central Highlands - West,Central Highlands (qld),Central Queensland,Remote,Gregory,Flynn,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Grade,803,Off Path-Curve: Off Cway Rt Bend Hit Obj,Off carriageway on curve hit object,2,0,0,0,2,1,0,0,0,0,0,0,0.020091,0.000002
76,Polygon,58,76,2,Captain Cook Hwy,286078,Hospitalisation,2003,January,Tuesday,0,Angle,Multi-Vehicle,145.769344,-16.918693,Captain Cook Hwy,Minnie St,Cairns City,Cairns Region,4870,Cairns,Far North,Northern,Northern,North Queensland,Cairns City,Cairns - South,Cairns,Outer Regional,Cairns,Leichhardt,State-controlled,Intersection - Cross,Give way sign,60 km/h,Sealed - Dry,Clear,Darkness - Lighted,Straight,Level,101,Veh'S Adjacent Approach: Thru-Thru,Intersection from adjacent approaches,0,1,3,0,4,1,0,0,1,0,0,0,0.023727,0.000002
77,Polygon,4,77,2,Carnarvon Hwy,238179,Hospitalisation,2003,November,Sunday,15,Overturned,Single Vehicle,148.845544,-26.576623,Carnarvon Hwy,Warrego Hwy,Roma,Maranoa Region,4455,Roma,South West,Southern,Southern,Downs South West,Roma,Darling Downs (west) - Maranoa,Darling Downs - Maranoa,Outer Regional,Warrego,Maranoa,State-controlled,Intersection - T-Junction,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Grade,701,Off Path-Straight: Left Off Cway,Off carriageway on straight,0,1,0,0,1,0,0,1,0,0,0,0,0.004788,0
78,Polygon,2,78,2,Castlereagh Hwy,239005,Hospitalisation,2003,May,Saturday,17,Overturned,Single Vehicle,148.223835,-28.598042,Castlereagh Hwy,<Null>,Dirranbandi,Balonne Shire,4486,Dirranbandi,South West,Southern,Southern,Downs South West,Balonne,Darling Downs (west) - Maranoa,Darling Downs - Maranoa,Very Remote,Warrego,Maranoa,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Level,802,Off Path-Curve: Off Cway Left Bend,Off carriageway on curve,0,1,0,0,1,1,0,0,0,0,0,0,0.002418,0
79,Polygon,40,79,2,Cunningham Hwy,186509,Hospitalisation,2003,April,Sunday,20,Hit object,Single Vehicle,152.420585,-28.058446,Cunningham Hwy,Polo Rd,Tarome,Scenic Rim Region,4309,Boonah,Ipswich,Southern,SEQ South,South Coast,Boonah,Ipswich Hinterland,Ipswich,Inner Regional,Scenic Rim,Wright,State-controlled,No Roadway Feature,No traffic control,70 km/h,Sealed - Dry,Clear,Darkness - Not lighted,Curved - view open,Grade,803,Off Path-Curve: Off Cway Rt Bend Hit Obj,Off carriageway on curve hit object,0,1,0,0,1,1,0,0,0,0,0,0,0.033779,0.000003
80,Polygon,18,80,2,D'Aguilar Hwy,149488,Hospitalisation,2003,May,Sunday,16,Head-on,Multi-Vehicle,152.49991,-26.942468,D'Aguilar Hwy,Earl St,Woolmar,Somerset Region,4515,Kilcoy,Moreton,Southern,SEQ North,North Coast and Wide Bay/Burnett,Kilcoy,Caboolture Hinterland,Moreton Bay - North,Inner Regional,Nanango,Blair,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Grade,201,Veh'S Opposite Approach: Head On,Head-on,0,5,0,0,5,2,0,0,0,0,0,0,0.01963,0.000002
81,Polygon,12,81,2,Dawson Hwy,240460,Hospitalisation,2003,June,Wednesday,18,Hit pedestrian,Hit pedestrian,150.50448,-24.405433,Dawson Hwy,Herbertson St,Biloela,Banana Shire,4715,Biloela,Capricornia,Central,Central,Central Queensland,Biloela,Biloela,Central Queensland,Outer Regional,Callide,Flynn,State-controlled,No Roadway Feature,No traffic control,80 - 90 km/h,Sealed - Dry,Clear,Darkness - Lighted,Straight,Level,3,Ped'N: Far Side Vehicle Hit From Left,Pedestrian,0,1,1,0,2,1,0,0,0,0,1,0,0.014218,0.000001
82,Polygon,8,82,2,Donohue Hwy,131945,Hospitalisation,2003,December,Monday,20,Hit pedestrian,Hit pedestrian,0,0,Cunningham Hwy,<Null>,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Locally-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Darkness - Lighted,Straight,Level,906,Pass & Misc: Parked Car Ran Away,Other,0,2,0,0,2,1,0,0,0,0,2,0,0.001131,0
83,Polygon,31,83,2,Flinders Hwy,269659,Hospitalisation,2003,October,Friday,19,Angle,Multi-Vehicle,146.272401,-20.078051,Flinders Hwy,Millchester Rd,Queenton,Charters Towers Region,4820,Charters Towers,Townsville,Northern,Northern,North Queensland,Charters Towers,Charters Towers - Ayr - Ingham,Townsville,Outer Regional,Traeger,Kennedy,State-controlled,Intersection - Cross,Stop sign,60 km/h,Sealed - Dry,Clear,Darkness - Lighted,Curved - view obscured,Level,101,Veh'S Adjacent Approach: Thru-Thru,Intersection from adjacent approaches,0,2,0,0,2,2,0,0,0,0,0,0,0.02802,0.000003
